label,prediction
0,0.2524511218070984
1,0.7670536637306213
0,0.25714364647865295
0,0.09383270889520645
0,0.22232197225093842
1,0.934883713722229
0,0.21763502061367035
0,0.25137773156166077
1,0.8112896680831909
1,0.9999996423721313
1,0.9600866436958313
1,0.9229792952537537
1,0.9973255395889282
1,1.0
0,0.2845017910003662
0,0.20214733481407166
0,0.32456573843955994
0,0.19557063281536102
0,0.1329648643732071
1,0.9996135830879211
0,0.26847589015960693
1,0.709448516368866
1,0.9999697208404541
1,0.8938577175140381
0,0.11898496747016907
1,0.9063671827316284
1,0.9989989399909973
1,0.9999970197677612
0,0.10324244201183319
1,0.8039135336875916
1,0.7099639773368835
1,0.9999926090240479
0,0.19810043275356293
0,0.8316649198532104
1,0.6485719680786133
1,1.0
1,0.9525750279426575
0,0.9902788996696472
0,0.11618892848491669
0,0.16805677115917206
1,1.0
1,1.0
1,0.6202295422554016
1,1.0
1,0.6693023443222046
0,0.9698601961135864
1,0.8391196131706238
1,0.6889804005622864
1,0.966210663318634
1,1.0
0,0.9846360683441162
0,0.2237355262041092
1,1.0
0,0.10962874442338943
1,0.9999971389770508
1,0.8999233841896057
0,0.3195245563983917
0,0.09914244711399078
0,0.2507275938987732
0,0.2756226658821106
1,1.0
0,0.23143087327480316
1,0.6347527503967285
1,0.9693254232406616
0,0.9391570687294006
1,0.9848001003265381
0,0.1876906305551529
0,0.2565458118915558
0,0.12989673018455505
1,0.804318368434906
1,0.856494665145874
1,1.0
1,0.963326632976532
1,1.0
1,0.8737990260124207
0,0.20078904926776886
1,0.3009724020957947
1,0.9865142703056335
1,1.0
0,0.173760786652565
0,0.12552686035633087
0,0.14640666544437408
1,0.9374678730964661
0,0.24683836102485657
1,0.710128903388977
1,0.8690581321716309
0,0.17891669273376465
0,0.20729616284370422
1,0.6410868763923645
1,1.0
1,0.9999994039535522
0,0.1409115493297577
0,0.28651976585388184
0,0.1486043781042099
0,0.28988003730773926
0,0.09870993345975876
0,0.9867030382156372
0,0.2462495118379593
1,0.9606105089187622
1,0.9596627354621887
0,0.1045541763305664
0,0.26348400115966797
0,0.09667657315731049
1,0.9000884294509888
0,0.2306901514530182
1,0.691572904586792
0,0.12203922122716904
1,0.9999998807907104
1,0.7622976303100586
1,0.8622121810913086
1,0.9999998807907104
1,0.9999991655349731
1,0.9988677501678467
1,0.9689101576805115
0,0.1747606247663498
0,0.9561129212379456
1,0.998268723487854
1,0.8489060997962952
1,0.7861492037773132
1,0.5931806564331055
1,1.0
1,0.8783351182937622
0,0.21818457543849945
0,0.0954751968383789
1,0.9475756883621216
1,1.0
0,0.2384289652109146
0,0.9770724773406982
0,0.0954875648021698
0,0.30024823546409607
1,0.731865644454956
0,0.13738353550434113
1,0.9999978542327881
0,0.10860776156187057
0,0.2024022787809372
1,0.9999223947525024
1,0.9999990463256836
1,1.0
0,0.3015250861644745
0,0.9525015950202942
1,0.8532995581626892
1,0.999987006187439
1,0.8426980376243591
1,1.0
1,0.9999998807907104
0,0.10137904435396194
1,0.8499384522438049
0,0.8995498418807983
1,0.9994268417358398
1,1.0
1,0.9999969005584717
1,0.9999998807907104
0,0.12858404219150543
0,0.10346255451440811
1,0.7671945691108704
1,0.8663444519042969
0,0.11613316833972931
0,0.13419274985790253
1,0.9992109537124634
1,0.6583557724952698
0,0.14837269484996796
1,0.7325242757797241
1,0.9521203637123108
1,0.9738612174987793
1,1.0
1,0.4883131682872772
1,0.8640897274017334
1,0.8331208229064941
1,0.6023068428039551
0,0.2588989734649658
1,1.0
