label,prediction
0,0.0001289758802158758
0,1.5675761460443027e-05
1,0.9999996423721313
0,0.00012521805183496326
1,1.0
1,0.02433193288743496
0,0.31706684827804565
1,0.9999845027923584
1,0.999991774559021
1,1.0
1,9.50542016653344e-05
1,0.9999712705612183
1,1.0
1,0.8786178231239319
0,2.7021151254302822e-05
0,3.821870905085234e-06
1,0.9995892643928528
0,0.002653790172189474
0,0.061732955276966095
1,0.0012498117284849286
0,0.0004756722482852638
1,0.9880281686782837
0,0.999887228012085
0,2.1932328309048899e-07
0,0.00026544430875219405
1,1.0
0,3.836391260847449e-05
1,0.3451945185661316
1,0.9999996423721313
0,1.289094058165574e-07
0,0.0005189221119508147
1,1.0
0,0.00015938399883452803
1,0.9957041144371033
1,1.0
1,1.0
0,0.0003441997105255723
1,0.9229862689971924
1,1.0
0,3.617327456595376e-05
1,1.0
0,0.7112969756126404
1,1.0
1,0.9995285272598267
1,1.0
0,0.617163360118866
0,8.049690222833306e-06
0,9.26897143926908e-07
1,0.9998540878295898
0,0.00013721731374971569
1,1.0
1,0.9714368581771851
1,1.0
0,0.00033070368226617575
1,0.9999980926513672
1,1.0
1,1.0
1,0.9999998807907104
1,0.9993010759353638
0,0.24498826265335083
1,0.9733121991157532
1,1.0
1,0.9999996423721313
0,0.0002461861295159906
1,0.9999141693115234
1,1.0
0,0.7563151717185974
1,0.9990935325622559
0,0.10577840358018875
1,0.9971821308135986
1,0.9999998807907104
1,0.9999998807907104
1,0.44399091601371765
1,1.0
1,0.9999927282333374
0,0.008206529542803764
1,0.8396046161651611
1,0.9999932050704956
1,1.0
1,0.3977026045322418
0,1.3324357496458106e-05
1,0.9999051094055176
1,0.9999992847442627
1,0.9999991655349731
0,1.424629499524599e-05
1,0.9784765839576721
1,0.9999675750732422
1,0.9680335521697998
1,1.0
0,0.00026548607274889946
1,0.9999998807907104
1,1.0
1,1.0
1,0.9999104738235474
1,0.9999974966049194
1,0.9920226335525513
1,0.9999344348907471
0,0.3022407293319702
1,1.0
1,1.0
1,1.0
1,0.9999780654907227
1,0.9093219041824341
1,0.3117177188396454
1,0.9998375177383423
1,1.0
0,0.009412371553480625
1,1.0
