ID,y_pred,y_true,mask
polyID18_S109,0.9835692048072815,1.0,1.0
polyID8_S183,0.046224698424339294,0.0,1.0
polyID17_S160,0.9829006791114807,1.0,1.0
polyID9_S73,0.11911696195602417,0.0,1.0
polyID14_S66,0.14767742156982422,0.0,1.0
polyID13_S14,0.17449072003364563,0.0,1.0
polyID23_S5,0.9896630644798279,1.0,1.0
polyID15_S151,0.40743139386177063,0.0,1.0
polyID14_S163,0.20618920028209686,0.0,1.0
polyID21_S182,0.7552370429039001,1.0,1.0
polyID8_S41,0.04975415766239166,0.0,1.0
polyID4_S97,0.30622953176498413,1.0,1.0
polyID14_S164,0.20778805017471313,0.0,1.0
polyID17_S40,0.982559323310852,1.0,1.0
polyID8_S56,0.05745640769600868,0.0,1.0
polyID4_S68,0.509168267250061,1.0,1.0
polyID22_S118,0.9426777362823486,1.0,1.0
polyID2_S150,0.2058512419462204,0.0,1.0
polyID18_S159,0.9703994393348694,1.0,1.0
polyID2_S83,0.2196999490261078,0.0,1.0
polyID22_S107,0.942656934261322,1.0,1.0
polyID18_S156,0.9838772416114807,1.0,1.0
polyID2_S61,0.14110037684440613,0.0,1.0
polyID8_S188,0.02953256294131279,0.0,1.0
polyID11_S49,0.19238175451755524,0.0,1.0
polyID23_S28,0.8621342778205872,1.0,1.0
polyID14_S150,0.46636971831321716,0.0,1.0
polyID23_S8,0.9844834208488464,1.0,1.0
polyID10_S183,0.11691267788410187,0.0,1.0
polyID11_S132,0.6463838219642639,0.0,1.0
polyID22_S148,0.9554128646850586,1.0,1.0
polyID20_S119,0.5196689963340759,1.0,1.0
polyID13_S61,0.1535826474428177,0.0,1.0
polyID21_S4,0.6934489607810974,1.0,1.0
polyID2_S44,0.18382130563259125,0.0,1.0
polyID1_S80,0.08568237721920013,0.0,1.0
polyID20_S134,0.8209220767021179,1.0,1.0
polyID23_S124,0.9876060485839844,1.0,1.0
polyID11_S126,0.46687498688697815,0.0,1.0
polyID20_S198,0.5851588249206543,1.0,1.0
polyID13_S154,0.3995339274406433,0.0,1.0
polyID7_S166,0.050871334969997406,0.0,1.0
polyID15_S96,0.5933002829551697,0.0,1.0
polyID10_S88,0.07130779325962067,0.0,1.0
polyID4_S162,0.4583723843097687,1.0,1.0
polyID9_S75,0.12071434408426285,0.0,1.0
polyID7_S194,0.07289555668830872,0.0,1.0
polyID10_S176,0.12455804646015167,0.0,1.0
polyID2_S50,0.384317010641098,0.0,1.0
polyID7_S132,0.057736217975616455,0.0,1.0
polyID6_S131,0.9670193791389465,1.0,1.0
polyID16_S2,0.6682438254356384,1.0,1.0
polyID10_S190,0.14313820004463196,0.0,1.0
polyID17_S164,0.9838426113128662,1.0,1.0
polyID2_S130,0.12339788675308228,0.0,1.0
polyID11_S59,0.19390569627285004,0.0,1.0
polyID17_S162,0.9834129810333252,1.0,1.0
polyID9_S76,0.06800691038370132,0.0,1.0
polyID12_S111,0.8576896786689758,1.0,1.0
polyID9_S170,0.11162692308425903,0.0,1.0
polyID23_S96,0.9872074723243713,1.0,1.0
polyID1_S60,0.202322855591774,0.0,1.0
polyID1_S46,0.3218899667263031,0.0,1.0
polyID14_S162,0.21866384148597717,0.0,1.0
polyID19_S88,0.8178828954696655,0.0,1.0
polyID18_S50,0.970055103302002,1.0,1.0
polyID7_S154,0.12766653299331665,0.0,1.0
polyID2_S183,0.30879518389701843,0.0,1.0
polyID7_S32,0.07477695494890213,0.0,1.0
polyID13_S34,0.20885592699050903,0.0,1.0
polyID3_S112,0.818647027015686,1.0,1.0
polyID1_S52,0.24079878628253937,0.0,1.0
polyID6_S162,0.9474561214447021,1.0,1.0
polyID7_S111,0.03876858577132225,0.0,1.0
polyID9_S155,0.2125624269247055,0.0,1.0
polyID7_S156,0.04645472392439842,0.0,1.0
polyID3_S133,0.3033015727996826,1.0,1.0
polyID3_S45,0.6117970943450928,1.0,1.0
polyID17_S190,0.9543566703796387,1.0,1.0
polyID10_S93,0.14507000148296356,0.0,1.0
polyID10_S71,0.03807498514652252,0.0,1.0
polyID3_S5,0.7399122714996338,1.0,1.0
polyID22_S87,0.9716252088546753,1.0,1.0
polyID2_S80,0.2370653599500656,0.0,1.0
polyID21_S123,0.7715007662773132,1.0,1.0
polyID15_S117,0.433974951505661,0.0,1.0
polyID11_S171,0.6860859990119934,0.0,1.0
polyID1_S104,0.23629231750965118,0.0,1.0
polyID21_S49,0.9344690442085266,1.0,1.0
polyID6_S144,0.9814591407775879,1.0,1.0
polyID18_S165,0.9868860244750977,1.0,1.0
polyID23_S147,0.9814527034759521,1.0,1.0
polyID22_S190,0.8233873844146729,1.0,1.0
polyID13_S75,0.14833331108093262,0.0,1.0
polyID22_S76,0.9683492183685303,1.0,1.0
polyID12_S64,0.7968066334724426,1.0,1.0
polyID10_S97,0.1332186907529831,0.0,1.0
polyID3_S178,0.14447219669818878,1.0,1.0
polyID21_S159,0.7128929495811462,1.0,1.0
polyID3_S130,0.6877290606498718,1.0,1.0
polyID1_S9,0.12310168892145157,0.0,1.0
polyID14_S104,0.602011501789093,0.0,1.0
polyID9_S37,0.17857052385807037,0.0,1.0
polyID1_S125,0.1357118934392929,0.0,1.0
polyID14_S112,0.299574613571167,0.0,1.0
polyID23_S109,0.9862447381019592,1.0,1.0
polyID4_S35,0.2819787263870239,1.0,1.0
polyID19_S73,0.7486662268638611,0.0,1.0
polyID1_S61,0.41379573941230774,0.0,1.0
polyID13_S192,0.4177978038787842,0.0,1.0
polyID21_S95,0.6655346751213074,1.0,1.0
polyID5_S23,0.9829704761505127,1.0,1.0
polyID3_S39,0.2831006944179535,1.0,1.0
polyID15_S75,0.43143028020858765,0.0,1.0
polyID17_S199,0.9787521958351135,1.0,1.0
polyID12_S109,0.9604635834693909,1.0,1.0
polyID7_S127,0.047721728682518005,0.0,1.0
polyID6_S101,0.9705727696418762,1.0,1.0
polyID21_S105,0.740783154964447,1.0,1.0
polyID5_S124,0.9849046468734741,1.0,1.0
polyID6_S98,0.959144651889801,1.0,1.0
polyID17_S175,0.9324789643287659,1.0,1.0
polyID23_S89,0.9925570487976074,1.0,1.0
polyID17_S23,0.9880784153938293,1.0,1.0
polyID2_S72,0.1588611751794815,0.0,1.0
polyID3_S180,0.27701231837272644,1.0,1.0
polyID22_S151,0.9790611863136292,1.0,1.0
polyID14_S196,0.14113354682922363,0.0,1.0
polyID5_S49,0.9804686307907104,1.0,1.0
polyID18_S127,0.9826518297195435,1.0,1.0
polyID14_S40,0.20034834742546082,0.0,1.0
polyID21_S158,0.8685720562934875,1.0,1.0
polyID11_S41,0.3386947512626648,0.0,1.0
polyID9_S146,0.061793748289346695,0.0,1.0
polyID16_S96,0.40766605734825134,1.0,1.0
polyID17_S153,0.9809895157814026,1.0,1.0
polyID16_S5,0.5233721137046814,1.0,1.0
polyID13_S60,0.15506620705127716,0.0,1.0
polyID4_S149,0.548875093460083,1.0,1.0
polyID11_S25,0.07848695665597916,0.0,1.0
polyID22_S122,0.9652224183082581,1.0,1.0
polyID10_S32,0.07634130120277405,0.0,1.0
polyID14_S97,0.20050103962421417,0.0,1.0
polyID1_S110,0.25358840823173523,0.0,1.0
polyID23_S63,0.8039379119873047,1.0,1.0
polyID7_S18,0.06933686137199402,0.0,1.0
polyID2_S156,0.34978848695755005,0.0,1.0
polyID23_S100,0.9825770258903503,1.0,1.0
polyID7_S171,0.07869549095630646,0.0,1.0
polyID15_S97,0.5510745048522949,0.0,1.0
polyID22_S15,0.9760662317276001,1.0,1.0
polyID5_S135,0.9860574007034302,1.0,1.0
polyID20_S177,0.5882886052131653,1.0,1.0
polyID20_S50,0.6576281785964966,1.0,1.0
polyID23_S135,0.9693352580070496,1.0,1.0
polyID19_S189,0.4710714817047119,0.0,1.0
polyID5_S58,0.976599395275116,1.0,1.0
polyID20_S172,0.9006574153900146,1.0,1.0
polyID19_S93,0.6350554823875427,0.0,1.0
polyID15_S29,0.5916650891304016,0.0,1.0
polyID12_S159,0.9488588571548462,1.0,1.0
polyID7_S199,0.07575725764036179,0.0,1.0
polyID17_S3,0.9799290299415588,1.0,1.0
polyID11_S62,0.23223888874053955,0.0,1.0
polyID20_S3,0.7055320143699646,1.0,1.0
polyID13_S39,0.3704218864440918,0.0,1.0
polyID19_S173,0.8821483254432678,0.0,1.0
polyID3_S197,0.40827929973602295,1.0,1.0
polyID11_S150,0.9685037136077881,0.0,1.0
polyID13_S187,0.2299012690782547,0.0,1.0
polyID12_S92,0.781986653804779,1.0,1.0
polyID7_S43,0.08781381696462631,0.0,1.0
polyID4_S175,0.5784211754798889,1.0,1.0
polyID12_S77,0.280388742685318,1.0,1.0
polyID14_S199,0.4217516779899597,0.0,1.0
polyID20_S17,0.6467075347900391,1.0,1.0
polyID9_S4,0.0664917379617691,0.0,1.0
polyID19_S188,0.751332700252533,0.0,1.0
polyID3_S131,0.4493640661239624,1.0,1.0
polyID17_S53,0.9433079957962036,1.0,1.0
polyID13_S35,0.37175408005714417,0.0,1.0
polyID16_S12,0.6406829357147217,1.0,1.0
polyID19_S133,0.7185373902320862,0.0,1.0
polyID6_S156,0.9799292683601379,1.0,1.0
polyID11_S20,0.824809730052948,0.0,1.0
polyID13_S3,0.2805309295654297,0.0,1.0
polyID1_S75,0.313841849565506,0.0,1.0
polyID18_S181,0.9824634790420532,1.0,1.0
polyID18_S141,0.9819825887680054,1.0,1.0
polyID18_S184,0.9543049931526184,1.0,1.0
polyID18_S46,0.9729152917861938,1.0,1.0
polyID7_S151,0.049400486052036285,0.0,1.0
polyID8_S148,0.06167129799723625,0.0,1.0
polyID10_S166,0.08695072680711746,0.0,1.0
polyID23_S65,0.9825844168663025,1.0,1.0
polyID11_S15,0.14602413773536682,0.0,1.0
polyID8_S67,0.07348175346851349,0.0,1.0
polyID15_S121,0.5823150873184204,0.0,1.0
polyID19_S46,0.7593944668769836,0.0,1.0
polyID9_S134,0.04571537673473358,0.0,1.0
polyID10_S55,0.12478143721818924,0.0,1.0
polyID3_S66,0.285657674074173,1.0,1.0
polyID23_S95,0.9859537482261658,1.0,1.0
polyID12_S142,0.36426761746406555,1.0,1.0
polyID19_S14,0.40896308422088623,0.0,1.0
polyID13_S26,0.2309347540140152,0.0,1.0
polyID6_S21,0.9816792011260986,1.0,1.0
polyID3_S146,0.5776551365852356,1.0,1.0
polyID16_S165,0.5673174858093262,1.0,1.0
polyID19_S156,0.4002588093280792,0.0,1.0
polyID14_S5,0.18253275752067566,0.0,1.0
polyID11_S168,0.9336605072021484,0.0,1.0
polyID12_S182,0.0602014996111393,1.0,1.0
polyID9_S74,0.1709529459476471,0.0,1.0
polyID22_S96,0.9729031324386597,1.0,1.0
polyID11_S32,0.6132180094718933,0.0,1.0
polyID13_S59,0.1828082650899887,0.0,1.0
polyID9_S182,0.11497022211551666,0.0,1.0
polyID8_S14,0.07024815678596497,0.0,1.0
polyID7_S59,0.033845461905002594,0.0,1.0
polyID23_S83,0.9910967350006104,1.0,1.0
polyID13_S29,0.19245292246341705,0.0,1.0
polyID17_S154,0.9623682498931885,1.0,1.0
polyID18_S37,0.9123733639717102,1.0,1.0
polyID22_S125,0.9730986952781677,1.0,1.0
polyID2_S191,0.23005074262619019,0.0,1.0
polyID15_S101,0.2661997973918915,0.0,1.0
polyID15_S186,0.36190322041511536,0.0,1.0
polyID11_S48,0.8064978122711182,0.0,1.0
polyID8_S134,0.08360408991575241,0.0,1.0
polyID16_S182,0.6968172788619995,1.0,1.0
polyID10_S45,0.1204647496342659,0.0,1.0
polyID21_S97,0.8345730900764465,1.0,1.0
polyID6_S132,0.9721928834915161,1.0,1.0
polyID6_S24,0.9551233649253845,1.0,1.0
polyID3_S6,0.6242308616638184,1.0,1.0
polyID18_S140,0.9841049313545227,1.0,1.0
polyID19_S20,0.8282645344734192,0.0,1.0
polyID2_S113,0.4922557473182678,0.0,1.0
polyID2_S178,0.3665992021560669,0.0,1.0
polyID19_S86,0.5346532464027405,0.0,1.0
polyID11_S130,0.33674320578575134,0.0,1.0
polyID4_S198,0.862919270992279,1.0,1.0
polyID7_S145,0.04299428313970566,0.0,1.0
polyID8_S131,0.06715787202119827,0.0,1.0
polyID16_S95,0.5178486108779907,1.0,1.0
polyID22_S13,0.9567650556564331,1.0,1.0
polyID9_S71,0.25106263160705566,0.0,1.0
polyID22_S38,0.9698542356491089,1.0,1.0
polyID10_S132,0.06387355178594589,0.0,1.0
polyID18_S27,0.9816980361938477,1.0,1.0
polyID19_S153,0.6669332981109619,0.0,1.0
polyID15_S190,0.657166600227356,0.0,1.0
polyID4_S117,0.5697562098503113,1.0,1.0
polyID4_S88,0.6400299668312073,1.0,1.0
polyID11_S75,0.5486143231391907,0.0,1.0
polyID13_S62,0.46628376841545105,0.0,1.0
polyID3_S196,0.24379554390907288,1.0,1.0
polyID20_S141,0.9046916961669922,1.0,1.0
polyID5_S171,0.9815376996994019,1.0,1.0
polyID21_S7,0.7788038849830627,1.0,1.0
polyID3_S28,0.5436050891876221,1.0,1.0
polyID22_S164,0.892023503780365,1.0,1.0
polyID13_S181,0.17811249196529388,0.0,1.0
polyID2_S144,0.2430623322725296,0.0,1.0
polyID12_S37,0.843975305557251,1.0,1.0
polyID10_S137,0.3238188624382019,0.0,1.0
polyID12_S135,0.4101073443889618,1.0,1.0
polyID13_S196,0.2947929799556732,0.0,1.0
polyID7_S90,0.04412388056516647,0.0,1.0
polyID21_S66,0.8072351217269897,1.0,1.0
polyID14_S167,0.36629459261894226,0.0,1.0
polyID1_S126,0.47772759199142456,0.0,1.0
polyID17_S50,0.9803298711776733,1.0,1.0
polyID9_S107,0.09255363047122955,0.0,1.0
polyID2_S193,0.34760117530822754,0.0,1.0
polyID9_S177,0.09554876387119293,0.0,1.0
polyID16_S83,0.7232399582862854,1.0,1.0
polyID22_S177,0.8586946129798889,1.0,1.0
polyID21_S160,0.6111701130867004,1.0,1.0
polyID20_S54,0.24012048542499542,1.0,1.0
polyID15_S176,0.4101947844028473,0.0,1.0
polyID16_S111,0.5510704517364502,1.0,1.0
polyID11_S46,0.4023161232471466,0.0,1.0
polyID11_S3,0.37781351804733276,0.0,1.0
polyID10_S62,0.10440103709697723,0.0,1.0
polyID6_S35,0.985069990158081,1.0,1.0
polyID6_S11,0.9416515827178955,1.0,1.0
polyID6_S2,0.9868665933609009,1.0,1.0
polyID23_S134,0.9905174374580383,1.0,1.0
polyID16_S20,0.32096362113952637,1.0,1.0
polyID3_S157,0.49098774790763855,1.0,1.0
polyID17_S180,0.9772119522094727,1.0,1.0
polyID23_S36,0.9683631062507629,1.0,1.0
polyID5_S2,0.9841588735580444,1.0,1.0
polyID9_S82,0.06481374055147171,0.0,1.0
polyID1_S63,0.06845144182443619,0.0,1.0
polyID20_S131,0.48634371161460876,1.0,1.0
polyID17_S100,0.9742494225502014,1.0,1.0
polyID3_S72,0.3695566654205322,1.0,1.0
polyID12_S105,0.3755435645580292,1.0,1.0
polyID8_S98,0.343168705701828,0.0,1.0
polyID8_S168,0.03644273057579994,0.0,1.0
polyID23_S21,0.9893719553947449,1.0,1.0
polyID22_S149,0.9759495258331299,1.0,1.0
polyID18_S43,0.9812591671943665,1.0,1.0
polyID17_S149,0.9781209826469421,1.0,1.0
polyID7_S102,0.04298028722405434,0.0,1.0
polyID6_S50,0.9726085662841797,1.0,1.0
polyID7_S95,0.12095127999782562,0.0,1.0
polyID12_S188,0.7719184756278992,1.0,1.0
polyID8_S74,0.11879605054855347,0.0,1.0
polyID8_S171,0.0753588080406189,0.0,1.0
polyID8_S68,0.09145224839448929,0.0,1.0
polyID20_S130,0.7479804158210754,1.0,1.0
polyID15_S31,0.6130729913711548,0.0,1.0
polyID7_S184,0.0413002148270607,0.0,1.0
polyID6_S85,0.987773597240448,1.0,1.0
polyID8_S150,0.05383699759840965,0.0,1.0
polyID2_S102,0.19577983021736145,0.0,1.0
polyID20_S187,0.6203084588050842,1.0,1.0
polyID19_S59,0.9263783693313599,0.0,1.0
polyID14_S78,0.3426949679851532,0.0,1.0
polyID11_S112,0.27027085423469543,0.0,1.0
polyID16_S152,0.5910478234291077,1.0,1.0
polyID12_S137,0.2879653871059418,1.0,1.0
polyID5_S59,0.9805004596710205,1.0,1.0
polyID14_S185,0.20787492394447327,0.0,1.0
polyID9_S140,0.048783302307128906,0.0,1.0
polyID3_S172,0.6719123721122742,1.0,1.0
polyID12_S168,0.3842017650604248,1.0,1.0
polyID17_S125,0.9857940077781677,1.0,1.0
polyID4_S47,0.5836085081100464,1.0,1.0
polyID8_S194,0.03814844787120819,0.0,1.0
polyID1_S198,0.11129719763994217,0.0,1.0
polyID7_S22,0.030036235228180885,0.0,1.0
polyID1_S34,0.26821789145469666,0.0,1.0
polyID3_S167,0.5610716938972473,1.0,1.0
polyID21_S155,0.6399990320205688,1.0,1.0
polyID23_S23,0.9900230765342712,1.0,1.0
polyID2_S143,0.36172816157341003,0.0,1.0
polyID23_S111,0.8366405367851257,1.0,1.0
polyID4_S176,0.6366835832595825,1.0,1.0
polyID11_S122,0.645286500453949,0.0,1.0
polyID20_S110,0.6671080589294434,1.0,1.0
polyID9_S103,0.1140332892537117,0.0,1.0
polyID9_S181,0.38190144300460815,0.0,1.0
polyID4_S28,0.309791624546051,1.0,1.0
polyID10_S22,0.05708117410540581,0.0,1.0
polyID17_S139,0.9883562922477722,1.0,1.0
polyID13_S189,0.4438517093658447,0.0,1.0
polyID10_S124,0.14497196674346924,0.0,1.0
polyID17_S144,0.9841946363449097,1.0,1.0
polyID2_S104,0.11244607716798782,0.0,1.0
polyID17_S147,0.9843798875808716,1.0,1.0
polyID7_S31,0.10325206816196442,0.0,1.0
polyID20_S86,0.8676949739456177,1.0,1.0
polyID21_S163,0.9088635444641113,1.0,1.0
polyID8_S90,0.05042479932308197,0.0,1.0
polyID11_S179,0.5115095376968384,0.0,1.0
polyID14_S111,0.4767468571662903,0.0,1.0
polyID12_S162,0.4845958352088928,1.0,1.0
polyID20_S139,0.5099104046821594,1.0,1.0
polyID6_S20,0.9838865399360657,1.0,1.0
polyID15_S143,0.3008294105529785,0.0,1.0
polyID21_S56,0.7911853790283203,1.0,1.0
polyID10_S39,0.11276407539844513,0.0,1.0
polyID5_S185,0.974480390548706,1.0,1.0
polyID7_S99,0.08286767452955246,0.0,1.0
polyID21_S115,0.8052721619606018,1.0,1.0
polyID21_S89,0.950020968914032,1.0,1.0
polyID18_S153,0.9799038767814636,1.0,1.0
polyID10_S16,0.14160697162151337,0.0,1.0
polyID9_S138,0.19324596226215363,0.0,1.0
polyID11_S196,0.8143059611320496,0.0,1.0
polyID20_S20,0.6422969102859497,1.0,1.0
polyID23_S87,0.9874951243400574,1.0,1.0
polyID20_S115,0.6636711359024048,1.0,1.0
polyID5_S92,0.5210301280021667,1.0,1.0
polyID5_S179,0.9790419936180115,1.0,1.0
polyID1_S21,0.400800496339798,0.0,1.0
polyID10_S172,0.25117018818855286,0.0,1.0
polyID2_S48,0.21524764597415924,0.0,1.0
polyID11_S151,0.3297421336174011,0.0,1.0
polyID14_S75,0.568042516708374,0.0,1.0
polyID16_S196,0.7063815593719482,1.0,1.0
polyID15_S145,0.7452263832092285,0.0,1.0
polyID15_S175,0.4953249990940094,0.0,1.0
polyID2_S159,0.4859805703163147,0.0,1.0
polyID5_S39,0.965803861618042,1.0,1.0
polyID8_S155,0.030859865248203278,0.0,1.0
polyID9_S125,0.1517469584941864,0.0,1.0
polyID17_S99,0.986796498298645,1.0,1.0
polyID18_S3,0.982774019241333,1.0,1.0
polyID14_S6,0.2016015499830246,0.0,1.0
polyID23_S112,0.9756916165351868,1.0,1.0
polyID4_S102,0.6961320042610168,1.0,1.0
polyID14_S72,0.3465668559074402,0.0,1.0
polyID12_S136,0.3468630909919739,1.0,1.0
polyID4_S168,0.3414493799209595,1.0,1.0
polyID5_S193,0.9748451709747314,1.0,1.0
polyID22_S144,0.8103262186050415,1.0,1.0
polyID5_S28,0.9824208617210388,1.0,1.0
polyID12_S3,0.24461917579174042,1.0,1.0
polyID5_S123,0.9864128828048706,1.0,1.0
polyID12_S196,0.5391731262207031,1.0,1.0
polyID21_S165,0.7586585283279419,1.0,1.0
polyID17_S106,0.9857813715934753,1.0,1.0
polyID9_S162,0.12041686475276947,0.0,1.0
polyID22_S35,0.8926551342010498,1.0,1.0
polyID16_S143,0.4635981321334839,1.0,1.0
polyID12_S195,0.10656359791755676,1.0,1.0
polyID10_S127,0.13116206228733063,0.0,1.0
polyID14_S61,0.21600015461444855,0.0,1.0
polyID17_S195,0.9854889512062073,1.0,1.0
polyID9_S78,0.2234046757221222,0.0,1.0
polyID12_S40,0.5962120294570923,1.0,1.0
polyID6_S14,0.9596067667007446,1.0,1.0
polyID8_S149,0.09141897410154343,0.0,1.0
polyID10_S60,0.11285828053951263,0.0,1.0
polyID4_S105,0.904708981513977,1.0,1.0
polyID17_S33,0.9829013347625732,1.0,1.0
polyID7_S153,0.03731999173760414,0.0,1.0
polyID15_S85,0.26809602975845337,0.0,1.0
polyID8_S29,0.09431756287813187,0.0,1.0
polyID23_S22,0.9904554486274719,1.0,1.0
polyID9_S31,0.1124941036105156,0.0,1.0
polyID15_S197,0.2963555157184601,0.0,1.0
polyID18_S158,0.9818519353866577,1.0,1.0
polyID18_S84,0.9852131009101868,1.0,1.0
polyID12_S14,0.7938224673271179,1.0,1.0
polyID11_S144,0.8473830819129944,0.0,1.0
polyID3_S122,0.6542200446128845,1.0,1.0
polyID2_S196,0.23853126168251038,0.0,1.0
polyID12_S58,0.3116039037704468,1.0,1.0
polyID1_S141,0.11163593083620071,0.0,1.0
polyID18_S63,0.9865415096282959,1.0,1.0
polyID7_S84,0.04851168394088745,0.0,1.0
polyID17_S200,0.9767327904701233,1.0,1.0
polyID13_S198,0.32791948318481445,0.0,1.0
polyID2_S97,0.21643878519535065,0.0,1.0
polyID23_S51,0.989782452583313,1.0,1.0
polyID9_S10,0.0662413239479065,0.0,1.0
polyID2_S66,0.2839380204677582,0.0,1.0
polyID6_S84,0.9772098660469055,1.0,1.0
polyID5_S94,0.9785738587379456,1.0,1.0
polyID6_S112,0.9854350090026855,1.0,1.0
polyID4_S143,0.6474786400794983,1.0,1.0
polyID18_S182,0.9845448732376099,1.0,1.0
polyID3_S25,0.7391217947006226,1.0,1.0
polyID22_S9,0.6192436218261719,1.0,1.0
polyID2_S29,0.17957185208797455,0.0,1.0
polyID17_S48,0.9849281907081604,1.0,1.0
polyID3_S13,0.7989265322685242,1.0,1.0
polyID3_S96,0.30411192774772644,1.0,1.0
polyID8_S15,0.08123525232076645,0.0,1.0
polyID7_S136,0.08597148954868317,0.0,1.0
polyID11_S78,0.5702186226844788,0.0,1.0
polyID22_S88,0.9603084325790405,1.0,1.0
polyID6_S173,0.9848960638046265,1.0,1.0
polyID16_S26,0.6106562614440918,1.0,1.0
polyID13_S71,0.2089359313249588,0.0,1.0
polyID15_S194,0.549081563949585,0.0,1.0
polyID3_S119,0.4513840675354004,1.0,1.0
polyID14_S31,0.26759591698646545,0.0,1.0
polyID11_S28,0.723270833492279,0.0,1.0
polyID2_S42,0.2120896726846695,0.0,1.0
polyID5_S168,0.9857053756713867,1.0,1.0
polyID1_S178,0.4127228558063507,0.0,1.0
polyID23_S116,0.9889505505561829,1.0,1.0
polyID8_S178,0.050429366528987885,0.0,1.0
polyID3_S147,0.7950727939605713,1.0,1.0
polyID16_S163,0.7295011281967163,1.0,1.0
polyID10_S51,0.12790793180465698,0.0,1.0
polyID2_S109,0.18469901382923126,0.0,1.0
polyID16_S40,0.5914189219474792,1.0,1.0
polyID22_S84,0.6840268969535828,1.0,1.0
polyID1_S51,0.3696054518222809,0.0,1.0
polyID22_S138,0.9218688011169434,1.0,1.0
polyID8_S25,0.04393447935581207,0.0,1.0
polyID5_S125,0.9864835143089294,1.0,1.0
polyID15_S43,0.525824248790741,0.0,1.0
polyID18_S38,0.9829414486885071,1.0,1.0
polyID21_S122,0.8674229383468628,1.0,1.0
polyID5_S85,0.985962450504303,1.0,1.0
