type,epoch,loss,roc_auc,f1,recall,precision,accuracy,confusion_matrix,time
train,23,0.24675472417185385,0.960302522216636,0.8974431019949424,0.8845195236776516,0.9107499287140006,0.9052194235263568,"[[3778 313], [ 417 3194]]",0 days 00:00:02.325368
val,23,0.22872706445363852,0.9673133076540755,0.9018157363819771,0.8886679920477137,0.9153583617747441,0.9115419569827325,"[[1668 124], [ 168 1341]]",0 days 00:00:01.913737
inference,23,1.8710858225822449,0.7339996031746032,0.6195677434348129,0.4760714285714286,0.886892880904857,0.6441304347826087,"[[1630 170], [1467 1333]]",0 days 00:00:02.009070
train,24,0.24862288323140913,0.9603734643614892,0.8973491257755217,0.8811963445029077,0.9141051422005171,0.9054790963386133,"[[3792 299], [ 429 3182]]",0 days 00:00:02.415951
val,24,0.23166014941839072,0.966912808861119,0.8980285520054385,0.8754141815772034,0.9218422889043963,0.9091184489548622,"[[1680 112], [ 188 1321]]",0 days 00:00:01.921096
inference,24,2.370384931564331,0.7250212301587302,0.6284127718648773,0.485,0.8922470433639947,0.6508695652173913,"[[1636 164], [1442 1358]]",0 days 00:00:02.130839
train,25,0.2433983693199773,0.9621299593754681,0.9024594745667971,0.8942121296039878,0.9108603667136812,0.9093741885224617,"[[3775 316], [ 382 3229]]",0 days 00:00:02.319397
val,25,0.3234139910111061,0.963980994982486,0.8371568258743889,0.7375745526838966,0.9678260869565217,0.8688276279915177,"[[1755  37], [ 396 1113]]",0 days 00:00:01.896148
inference,25,2.3597855832841663,0.8200684523809524,0.4225352112676056,0.26785714285714285,1.0,0.5543478260869565,"[[1800  0], [2050 750]]",0 days 00:00:02.007154
train,26,0.2627533669433286,0.9546427199922342,0.887604005076858,0.8715037385765716,0.9043103448275862,0.8965203843157621,"[[3758 333], [ 464 3147]]",0 days 00:00:02.300674
val,26,0.23076248856691214,0.9672145697245101,0.8976964769647696,0.8780649436713055,0.9182259182259183,0.9085125719478946,"[[1674 118], [ 184 1325]]",0 days 00:00:01.842889
inference,26,2.8933963775634766,0.721035119047619,0.6011758941695248,0.4382142857142857,0.9570982839313572,0.6460869565217391,"[[1745  55], [1573 1227]]",0 days 00:00:01.975462
train,27,0.2447521056859724,0.9614057470312778,0.9023229778897285,0.8928274716145113,0.9120226308345121,0.9093741885224617,"[[3780 311], [ 387 3224]]",0 days 00:00:02.365504
val,27,0.26385651987332565,0.9675836350941966,0.8789946140035907,0.8111332007952287,0.9592476489028213,0.8979097243259618,"[[1740  52], [ 285 1224]]",0 days 00:00:01.875168
inference,27,3.5841975477006702,0.6880450396825397,0.5029208709506108,0.3382142857142857,0.9803312629399586,0.5930434782608696,"[[1781  19], [1853 947]]",0 days 00:00:02.040832
train,28,0.2614878233402006,0.9600970743066845,0.8964646464646465,0.884796455275547,0.9084446971851009,0.9041807322773305,"[[3769 322], [ 416 3195]]",0 days 00:00:02.333148
val,28,0.2289446580868501,0.9678362118952949,0.8998313659359191,0.8840291583830351,0.9162087912087912,0.9100272644653136,"[[1670 122], [ 175 1334]]",0 days 00:00:01.918492
inference,28,3.7635051674313016,0.6936140873015872,0.6265700483091787,0.4632142857142857,0.9679104477611941,0.6639130434782609,"[[1757  43], [1503 1297]]",0 days 00:00:02.055841
train,29,0.2435330133284292,0.962969012701284,0.9035774175517048,0.8953198559955691,0.9119887165021157,0.9104128797714879,"[[3779 312], [ 378 3233]]",0 days 00:00:02.432896
val,29,0.22876789019658014,0.9684149566884408,0.9014729950900163,0.9125248508946322,0.8906856403622251,0.9088155104513783,"[[1623 169], [ 132 1377]]",0 days 00:00:01.979713
inference,29,2.8399593035380044,0.7194771825396825,0.5662650602409639,0.40285714285714286,0.9527027027027027,0.6243478260869565,"[[1744  56], [1672 1128]]",0 days 00:00:02.104923
train,30,0.24758404349127122,0.9631857991696926,0.9059924570470737,0.8980891719745223,0.9140360766629086,0.9126200986756686,"[[3786 305], [ 368 3243]]",0 days 00:00:02.319142
val,30,0.22543080953451303,0.9687115402821168,0.9017417022674992,0.9092113982770046,0.894393741851369,0.909421387458346,"[[1630 162], [ 137 1372]]",0 days 00:00:01.842570
inference,30,2.2031621734301248,0.7284587301587302,0.6076624636275461,0.4475,0.9463746223564955,0.6482608695652174,"[[1729  71], [1547 1253]]",0 days 00:00:02.025307
train,31,0.23592715734435665,0.9644906133997664,0.9071099315546864,0.8991968983661036,0.9151634723788049,0.9136587899246948,"[[3790 301], [ 364 3247]]",0 days 00:00:02.490500
val,31,0.2312941963856037,0.9686124325475716,0.9021001615508886,0.925115970841617,0.880201765447667,0.9082096334444107,"[[1602 190], [ 113 1396]]",0 days 00:00:01.907124
inference,31,1.9091387457317777,0.7200063492063492,0.6057692307692307,0.45,0.9264705882352942,0.6434782608695652,"[[1700 100], [1540 1260]]",0 days 00:00:01.978236
train,32,0.2353864961093472,0.9636001134803546,0.9028571428571428,0.896981445582941,0.9088103254769921,0.90950402492859,"[[3766 325], [ 372 3239]]",0 days 00:00:02.299211
val,32,0.2247674591266192,0.9686679032945187,0.9021702838063439,0.8952948972829688,0.9091520861372813,0.9112390184792487,"[[1657 135], [ 158 1351]]",0 days 00:00:01.872929
inference,32,1.683143628968133,0.841762896825397,0.5828571428571429,0.41892857142857143,0.9575510204081633,0.635,"[[1748  52], [1627 1173]]",0 days 00:00:01.977122
train,33,0.23546001988072549,0.963636870717621,0.9054016232857542,0.8958737191913597,0.9151343705799151,0.9122305894572839,"[[3791 300], [ 376 3235]]",0 days 00:00:02.332586
val,33,0.22566574811935425,0.9692743834611378,0.9017064846416383,0.8754141815772034,0.9296270232230823,0.9127537109966677,"[[1692 100], [ 188 1321]]",0 days 00:00:01.853036
inference,33,0.9644751846790314,0.7588448412698412,0.6223055295220243,0.4742857142857143,0.9046321525885559,0.6495652173913044,"[[1660 140], [1472 1328]]",0 days 00:00:01.982011
train,34,0.23069190402184764,0.9646368977270828,0.9070224719101123,0.8942121296039878,0.9202051866628669,0.9140482991430797,"[[3811 280], [ 382 3229]]",0 days 00:00:02.347780
val,34,0.30304729021512544,0.9634924826043738,0.8800988875154512,0.9436713055003313,0.8245512449334106,0.8824598606482884,"[[1489 303], [ 85 1424]]",0 days 00:00:01.852376
inference,34,1.503090778986613,0.8149654761904762,0.6491308325709058,0.5067857142857143,0.9026717557251909,0.6665217391304348,"[[1647 153], [1381 1419]]",0 days 00:00:01.997945
train,35,0.24012816529120168,0.961762725467235,0.9013927576601671,0.896150650789255,0.9066965536564864,0.908075824461179,"[[3758 333], [ 375 3236]]",0 days 00:00:02.391976
val,35,0.22211793752817008,0.9696575014200511,0.9045259332672613,0.9072233267064281,0.9018445322793149,0.9124507724931838,"[[1643 149], [ 140 1369]]",0 days 00:00:01.988545
inference,35,1.6291464567184448,0.814444246031746,0.6321892393320965,0.48678571428571427,0.9014550264550265,0.6552173913043479,"[[1651 149], [1437 1363]]",0 days 00:00:02.042811
train,36,0.23388934928563335,0.9637842719775618,0.9050279329608939,0.8972583771808363,0.9129332206255283,0.9117112438327707,"[[3782 309], [ 371 3240]]",0 days 00:00:02.368399
val,36,0.2191982464148448,0.969897874656821,0.9036987670776407,0.8986083499005965,0.9088471849865952,0.9124507724931838,"[[1656 136], [ 153 1356]]",0 days 00:00:01.909993
inference,36,2.078721523284912,0.7532202380952381,0.6618671620993962,0.5089285714285714,0.9462151394422311,0.6834782608695652,"[[1719  81], [1375 1425]]",0 days 00:00:02.025281
train,37,0.24301152411968477,0.9633988625293542,0.9063376332024677,0.8950429243976737,0.9179210451576256,0.9132692807063101,"[[3802 289], [ 379 3232]]",0 days 00:00:02.311343
val,37,0.21887493706666505,0.9697917406276625,0.9057995306738184,0.8952948972829688,0.9165535956580733,0.9148742805210542,"[[1669 123], [ 158 1351]]",0 days 00:00:01.866439
inference,37,0.6309053169356452,0.8589486111111111,0.7078242229367632,0.5896428571428571,0.885254691689008,0.703695652173913,"[[1586 214], [1149 1651]]",0 days 00:00:01.971584
train,38,0.23320577029258974,0.9633276496129557,0.9096477794793262,0.90473553032401,0.9146136618141097,0.9157361724227473,"[[3786 305], [ 344 3267]]",0 days 00:00:02.308696
val,38,0.21859975846914145,0.9698035743870114,0.9063444108761329,0.8946322067594433,0.9183673469387755,0.9154801575280218,"[[1672 120], [ 159 1350]]",0 days 00:00:01.870536
inference,38,0.9189027349154154,0.8352521825396825,0.6564816895079757,0.5217857142857143,0.8849182313749243,0.667608695652174,"[[1610 190], [1339 1461]]",0 days 00:00:02.017306
train,39,0.23197564867235,0.9649715375105576,0.9049811636668061,0.8980891719745223,0.9119797525309337,0.9115814074266424,"[[3778 313], [ 368 3243]]",0 days 00:00:02.293556
val,39,0.2296617432282521,0.9686486734355769,0.9017735334242838,0.8760768721007289,0.9290231904427266,0.9127537109966677,"[[1691 101], [ 187 1322]]",0 days 00:00:02.458190
inference,39,2.0582033594449363,0.8159140873015873,0.5928641251221897,0.4332142857142857,0.9388544891640866,0.6378260869565218,"[[1721  79], [1587 1213]]",0 days 00:00:02.236891
train,40,0.22833687980328837,0.9653936365031452,0.905633999720397,0.896981445582941,0.914455110107284,0.9123604258634121,"[[3788 303], [ 372 3239]]",0 days 00:00:02.357185
val,40,0.21735772490501404,0.9704592386159234,0.9106609099966788,0.9085487077534792,0.9127829560585885,0.9185095425628598,"[[1661 131], [ 138 1371]]",0 days 00:00:01.932579
inference,40,1.32017140256034,0.8553607142857143,0.5595267438994331,0.40535714285714286,0.9029435163086714,0.6115217391304347,"[[1678 122], [1665 1135]]",0 days 00:00:02.087664
train,41,0.2318165441674571,0.9644513176792631,0.9078014184397163,0.903904735530324,0.911731843575419,0.9139184627369514,"[[3775 316], [ 347 3264]]",0 days 00:00:02.324129
val,41,0.22654909239365503,0.9705222903649532,0.8988218988218988,0.8595096090125911,0.9419026870007262,0.9115419569827325,"[[1712  80], [ 212 1297]]",0 days 00:00:01.848556
inference,41,1.3332773910628424,0.8191694444444444,0.42237061769616024,0.2710714285714286,0.9559193954659949,0.548695652173913,"[[1765  35], [2041 759]]",0 days 00:00:02.001350
train,42,0.242772382593924,0.961701666483783,0.8990593850905517,0.8867349764608142,0.9117312072892938,0.9066476239937679,"[[3781 310], [ 409 3202]]",0 days 00:00:02.324265
val,42,0.22182497267539686,0.9695278847746852,0.9055330634278003,0.8893306825712393,0.9223367697594502,0.915177219024538,"[[1679 113], [ 167 1342]]",0 days 00:00:01.843596
inference,42,1.4374294678370159,0.8616787698412698,0.5919610231425091,0.43392857142857144,0.9310344827586207,0.6358695652173914,"[[1710  90], [1585 1215]]",0 days 00:00:01.975849
train,43,0.22453208075415704,0.966175489340029,0.9122366401562718,0.9052893935198006,0.9192913385826772,0.9183329005453129,"[[3804 287], [ 342 3269]]",0 days 00:00:02.311493
val,43,0.22033068996209365,0.9702772945659376,0.9052069425901201,0.8986083499005965,0.9119031607262945,0.9139654650106028,"[[1661 131], [ 153 1356]]",0 days 00:00:01.882306
inference,43,1.4968199398782518,0.8261543650793652,0.5520040588533739,0.38857142857142857,0.9527145359019265,0.6160869565217392,"[[1746  54], [1712 1088]]",0 days 00:00:02.028461
train,44,0.23230607711499737,0.963923753169804,0.9086329928641388,0.8991968983661036,0.9182692307692307,0.9152168267982342,"[[3802 289], [ 364 3247]]",0 days 00:00:02.315394
val,44,0.21795799640508798,0.9703379425825996,0.9079878665318504,0.8926441351888668,0.9238683127572016,0.9172977885489245,"[[1681 111], [ 162 1347]]",0 days 00:00:01.901008
inference,44,1.0644354224205017,0.8432406746031745,0.5767116441779111,0.41214285714285714,0.9600665557404326,0.6317391304347826,"[[1752  48], [1646 1154]]",0 days 00:00:02.037754
train,45,0.23542878272071963,0.963458838426625,0.9080251221214236,0.9008584879534755,0.9153066966797974,0.9144378083614646,"[[3790 301], [ 358 3253]]",0 days 00:00:02.381060
val,45,0.2209999905182765,0.9697015082126289,0.9059256779377302,0.8966202783300199,0.915426251691475,0.9148742805210542,"[[1667 125], [ 156 1353]]",0 days 00:00:01.957417
inference,45,1.066161334514618,0.8746338293650794,0.6000474721101353,0.4514285714285714,0.894550601556971,0.633695652173913,"[[1651 149], [1536 1264]]",0 days 00:00:01.965635
train,46,0.23178964372604124,0.9650053839537127,0.9078745644599303,0.9019662143450567,0.9138608305274972,0.914178135549208,"[[3784 307], [ 354 3257]]",0 days 00:00:02.441674
val,46,0.238485649228096,0.9702957848149201,0.9001907183725365,0.9383697813121272,0.8649969456322542,0.9048773099060891,"[[1571 221], [ 93 1416]]",0 days 00:00:01.901254
inference,46,0.8682043022579617,0.8161694444444445,0.6567955801104972,0.5307142857142857,0.8614492753623189,0.6623913043478261,"[[1561 239], [1314 1486]]",0 days 00:00:02.014944
train,47,0.24130257435383334,0.9631427803404424,0.9064989517819706,0.8980891719745223,0.9150677200902935,0.9131394443001818,"[[3790 301], [ 368 3243]]",0 days 00:00:02.338617
val,47,0.22824299793977004,0.9691042731705009,0.9000343524562007,0.8681245858184228,0.9343794579172611,0.9118448954862163,"[[1700  92], [ 199 1310]]",0 days 00:00:01.907955
inference,47,1.2823618551095326,0.9010878968253968,0.5835777126099707,0.42642857142857143,0.9241486068111455,0.6295652173913043,"[[1702  98], [1606 1194]]",0 days 00:00:02.011282
train,48,0.2261076773847303,0.9654633601760447,0.9116200646339749,0.8983661035724176,0.9252709640616087,0.9183329005453129,"[[3829 262], [ 367 3244]]",0 days 00:00:02.355750
val,48,0.2304372374828045,0.9689766904525229,0.9015544041450777,0.9224652087475149,0.8815706143128562,0.907906694940927,"[[1605 187], [ 117 1392]]",0 days 00:00:01.896757
inference,48,0.7891115612453885,0.7853954365079365,0.7188739095955591,0.6475,0.8079322638146168,0.6917391304347826,"[[1369 431], [ 987 1813]]",0 days 00:00:01.975444
train,49,0.22767956170343584,0.9662551977136593,0.9056919642857143,0.8989199667682083,0.9125667697497891,0.9122305894572839,"[[3780 311], [ 365 3246]]",0 days 00:00:02.352368
val,49,0.21736869445213905,0.9703286974581087,0.9078109285953738,0.8972829688535454,0.9185888738127544,0.916691911541957,"[[1672 120], [ 155 1354]]",0 days 00:00:01.940649
inference,49,0.7405609289805094,0.7990833333333333,0.7860544217687074,0.8253571428571429,0.7503246753246753,0.7265217391304348,"[[1031 769], [ 489 2311]]",0 days 00:00:02.028723
train,50,0.23958786841361754,0.964072542133914,0.9075700543705563,0.9014123511492661,0.9138124649073555,0.9139184627369514,"[[3784 307], [ 356 3255]]",0 days 00:00:02.296724
val,50,0.2164195844760308,0.9705165583877686,0.9121507909794682,0.8979456593770709,0.926812585499316,0.92093305059073,"[[1685 107], [ 154 1355]]",0 days 00:00:01.912783
inference,50,0.7773287991682688,0.7581880952380953,0.7426523297491039,0.74,0.7453237410071942,0.6878260869565217,"[[1092 708], [ 728 2072]]",0 days 00:00:02.062025
