label,prediction
1,0.9984038472175598
1,1.0
1,1.0
1,0.15944182872772217
1,1.0
1,1.0
0,0.0712558776140213
0,3.536290904548878e-08
1,0.9999969005584717
0,1.4474503586825449e-05
1,1.0
1,0.9999926090240479
1,1.0
1,0.12682536244392395
1,1.0
1,1.0
1,0.9878045320510864
1,1.0
0,0.0020331842824816704
0,0.6693500280380249
0,0.005555946845561266
0,4.0942313428438126e-10
0,0.9942896366119385
0,3.269415901741013e-05
0,7.849217581679113e-06
0,3.706795541802421e-05
1,1.0
1,1.0
0,3.143275151273883e-08
1,1.0
0,5.436787660073605e-07
0,6.763136717324869e-09
1,0.0013743063900619745
0,9.815131534196553e-07
1,0.9999974966049194
0,1.1505553176860417e-09
0,0.02278388850390911
1,1.0
1,1.0
1,1.0
1,0.999962568283081
1,1.0
1,1.0
1,0.9965741634368896
1,0.9999998807907104
1,1.0
0,0.0002829937729984522
1,0.9917355179786682
0,5.29311955688172e-06
0,0.9998658895492554
0,5.820874321216252e-06
0,0.0025968835689127445
0,5.270103429211304e-07
1,0.9999994039535522
0,0.023350324481725693
0,2.2424694140986932e-14
0,2.796103581204079e-05
1,1.0
0,0.997818112373352
1,0.9999996423721313
0,5.478801856639848e-10
1,1.0
0,1.7146783193311421e-06
1,1.0
1,1.0
1,0.58690345287323
1,0.9998964071273804
1,1.0
1,0.96993488073349
1,1.0
0,9.710816151198287e-09
1,0.9252542853355408
0,0.015124768950045109
1,1.0
0,0.002682175487279892
1,0.7870078682899475
1,1.0
1,1.0
0,0.6773844957351685
0,4.305432217883466e-14
1,1.0
1,0.9999939203262329
1,1.0
0,2.2639533199253492e-05
1,0.9999899864196777
1,0.9997050166130066
0,1.174475450227419e-08
0,0.024877414107322693
0,3.901671789208194e-06
0,0.000244414753979072
1,0.9852654337882996
1,1.0
1,0.9853368401527405
0,4.795469067175873e-06
1,1.0
1,0.999840497970581
1,0.9720465540885925
1,0.9984342455863953
0,1.6302237337839642e-09
0,7.477895269403234e-05
1,1.0
1,0.9999376535415649
1,0.8920709490776062
1,1.0
1,1.0
1,1.0
1,0.05756523087620735
1,1.0
1,0.9999990463256836
1,1.0
1,1.0
0,2.065144872176461e-05
1,1.0
1,0.9995717406272888
1,0.9999849796295166
1,1.0
1,1.0
0,1.1807262723095846e-08
0,1.8254593669553287e-05
1,1.0
0,0.004251224920153618
1,1.0
0,4.685083752065111e-07
1,0.9996480941772461
1,0.00207241578027606
0,0.0001178233214886859
1,1.0
0,9.261973445973126e-07
1,0.9995812773704529
1,0.9968279004096985
1,1.0
1,0.9999998807907104
1,1.0
1,1.0
0,0.9999992847442627
1,0.9999998807907104
1,0.9553307294845581
1,0.999386191368103
0,1.551749620996596e-14
0,3.4225717371327846e-08
1,0.9999336004257202
0,8.104386606255787e-11
0,1.0819588851518347e-06
1,1.0
1,0.0010710515780374408
0,2.4529066649847664e-05
1,1.0
0,3.854252554447157e-06
0,0.000126348139019683
0,7.419745088554919e-06
0,9.070709136062283e-13
1,1.0
1,0.9999988079071045
1,1.0
1,0.9999983310699463
0,3.0120350658080497e-10
0,5.033154795719419e-11
1,1.0
0,7.724705852751867e-08
0,2.341855550626326e-13
1,1.0
1,1.0
1,0.7866296768188477
1,0.9711328744888306
0,4.422603888087906e-05
0,0.006078129634261131
1,1.0
1,1.0
0,1.0230350646280744e-15
1,1.0
1,0.9962608218193054
1,0.8288566470146179
0,4.107671702513471e-05
1,1.0
1,0.9998935461044312
0,3.0369408705155365e-05
1,1.0
0,0.1736682951450348
0,0.09745664149522781
0,7.256195385707542e-05
1,1.0
1,0.9997269511222839
0,0.012819554656744003
1,0.9803460240364075
1,1.0
0,0.461833655834198
1,1.0
1,1.0
1,1.0
1,1.0
0,0.000380140874767676
1,1.0
1,1.0
0,4.520820340303544e-08
0,3.4755657907226123e-06
1,0.2587856650352478
1,0.9998127818107605
1,1.0
0,4.446022285264917e-05
0,3.1413618373221652e-09
1,1.0
1,1.0
1,1.0
1,1.0
1,0.018307942897081375
0,1.9873486962751485e-05
0,7.010048284428194e-05
0,8.605683979112655e-05
1,1.0
1,1.0
1,1.0
1,1.0
0,4.424205712894036e-08
1,0.9950762391090393
1,0.9999823570251465
0,7.666488777147151e-09
1,1.0
0,0.09747905284166336
0,9.480586982135719e-08
0,0.013842751272022724
0,1.3658967290552937e-08
0,5.687672455678694e-06
0,3.3584779401962805e-09
1,1.0
1,1.0
1,0.7753901481628418
0,6.552749255206436e-06
0,3.955354986828752e-05
1,1.0
0,4.033308653424508e-14
1,0.9999998807907104
0,6.608248526163152e-08
1,0.024456707760691643
1,0.019020678475499153
1,1.0
1,1.0
1,1.0
0,1.369685196550563e-05
0,1.4555039342667442e-06
0,0.7821796536445618
1,1.0
1,0.2106023132801056
0,2.9656986953341402e-05
1,0.31819844245910645
1,0.9999985694885254
1,1.0
1,0.06115606427192688
1,0.5882779359817505
1,0.12264782935380936
1,0.11979636549949646
0,0.00011265924695180729
1,1.0
1,1.0
1,0.9999954700469971
0,7.120806549210101e-05
0,3.083555566263385e-05
1,0.02673187479376793
1,1.0
1,1.0
0,0.25112804770469666
1,1.0
0,5.057471241798339e-08
1,1.0
1,0.9999643564224243
1,0.027209995314478874
1,1.0
1,1.0
0,1.4432282625931325e-11
0,3.146530218600674e-07
1,0.9999998807907104
0,0.00011278802412562072
1,1.0
1,0.9999998807907104
0,0.002417942276224494
0,0.15713021159172058
0,0.003682397771626711
1,0.9999557733535767
1,0.9987370371818542
1,1.0
1,0.8640497326850891
1,1.0
0,4.909896688332083e-06
1,1.0
1,0.9989979863166809
1,0.1315050572156906
1,0.2551259398460388
0,7.808077795434798e-11
0,0.0005104814190417528
1,1.0
1,1.0
0,0.06345602869987488
1,0.999848484992981
0,0.9997172951698303
1,1.0
1,0.9999998807907104
0,9.28498320718063e-06
1,0.8972640037536621
0,5.4223772139039284e-08
1,0.1969446986913681
0,0.010192401707172394
0,2.202817540819524e-06
1,1.0
1,0.9999794960021973
0,3.400221260108083e-08
1,0.0003219864738639444
1,1.0
1,1.5332539987866767e-05
0,0.054911449551582336
0,5.987034228382981e-07
0,0.9902933835983276
1,1.0
0,6.711426661816511e-13
1,1.0
1,1.0
1,0.9977931976318359
0,2.2506670575239696e-05
0,0.0024595593567937613
0,3.0912215152056888e-06
1,0.9992988109588623
1,0.4776352047920227
0,2.2305792299448512e-05
1,7.326047580136219e-06
1,0.9943656921386719
1,1.0
1,0.9914473295211792
1,1.0
0,7.0022738718478195e-09
0,0.999566376209259
1,1.0
1,1.0
1,1.0
1,1.0
0,7.680162525502965e-06
0,0.002436783630400896
0,2.398976357653737e-05
1,0.9999943971633911
1,1.0
0,0.06776268035173416
0,0.002002291614189744
1,0.9899280667304993
1,1.0
1,1.0
1,0.9999575614929199
0,1.476498283636829e-07
1,1.0
0,0.9994702935218811
0,5.3904796004644595e-06
1,1.0
1,1.0
0,6.689464498776942e-05
1,1.0
1,0.9982914328575134
0,0.000305772788124159
1,0.3208753764629364
1,1.0
0,3.288114021415822e-05
1,1.0
0,0.0703786239027977
1,1.0
1,0.0001919919450301677
1,1.0
1,1.0
0,2.432289329590276e-05
0,1.3325670344954688e-08
1,1.0
0,0.003958363551646471
1,0.9999994039535522
0,5.5392862122971565e-05
1,1.0
0,4.353609139862158e-10
1,0.8023357391357422
0,1.4204542431173195e-08
1,1.0
1,0.999922513961792
0,0.9996821880340576
1,0.9999418258666992
1,1.0
1,1.0
1,0.8038706183433533
0,0.999967098236084
1,1.0
0,2.753857734205667e-05
1,0.00016033209976740181
1,1.0
1,0.9999964237213135
1,0.32598400115966797
1,1.0
1,1.0
1,0.9999996423721313
0,0.00022669770987704396
0,0.009034808725118637
1,0.999976634979248
1,1.0
1,0.9999984502792358
1,1.0
0,6.41410006210208e-05
1,1.0
1,1.0
1,0.9999936819076538
1,0.9999325275421143
0,3.9212415866435313e-13
0,0.007682225666940212
1,0.12058615684509277
1,1.0
1,1.0
1,1.0
0,0.0012122448533773422
1,0.9612616300582886
1,0.9127431511878967
1,1.0
1,1.0
0,1.4707238760180985e-09
1,1.0
0,2.201321569472725e-09
0,0.9999372959136963
1,1.0
1,1.0
0,2.4051834301985764e-08
0,1.2392170901875943e-05
1,0.9977644681930542
0,2.4604962707043543e-13
1,0.28992530703544617
1,1.0
1,1.0
1,1.0
1,1.0
1,0.998956561088562
1,0.9999977350234985
1,0.12345416843891144
1,0.9999997615814209
0,7.230090748322482e-09
0,3.3151644629469956e-07
0,4.016717502963729e-05
1,1.0
1,0.9999991655349731
1,0.9991336464881897
1,0.005069727543741465
1,1.0
0,0.9950586557388306
1,1.0
1,0.9999986886978149
0,2.1972697140881792e-05
0,0.9991611242294312
1,0.7748889327049255
1,1.0
0,1.3146087439963594e-05
0,1.0167436812480446e-06
0,0.004976202733814716
0,3.741992508226894e-15
0,0.9999983310699463
1,1.0
0,6.677681767541799e-07
1,1.0
0,0.7454691529273987
0,0.00014127402391750365
1,0.9991496801376343
0,1.7404704522050451e-07
0,7.786337846482638e-06
0,0.06521841883659363
0,0.00011564719170564786
0,0.9985791444778442
1,0.00038794035208411515
0,5.904498721065465e-07
1,1.0
0,6.846079486422241e-06
0,0.004216032102704048
1,1.0
0,0.9972468614578247
1,0.999992847442627
1,0.9999980926513672
1,0.08051145076751709
0,3.1788283649802906e-06
1,0.019988318905234337
0,2.3971015252755024e-06
1,1.0
0,0.6328359246253967
1,1.0
0,4.136767529416829e-06
1,0.0001545075501780957
1,1.0
0,2.9479633667506278e-06
0,1.754699923139924e-07
0,0.0006412428338080645
1,1.0
0,0.8420215845108032
1,1.0
0,0.1657956838607788
0,5.1402194003458135e-06
0,0.00015119726595003158
0,7.089957093642241e-11
0,0.0002643651096150279
1,1.0
0,0.01625049114227295
1,0.9999752044677734
1,1.0
1,1.0
0,5.769940969457821e-09
0,0.3296816945075989
0,8.845052511599616e-13
1,1.0
